post_url,post_text,post_label,number_of_likes,number_of_shares,number_of_comments,post_date,comment_text,comment_date,comment_reactions_count,comment_mode_types,post_target_region,post_language,comment_language,coal_topic/event_tag,season,comment_sentiment_label,sentiment_confidence,news_page_name
https://www.facebook.com/kyrgyztoday/posts/504506082918159?rdid=HCigHtg8l9ESjx01#,А.Атамбаев ЖЭБди жергиликтүү көмүр менен камсыз кылуу үчүн келечекте Кара-Кечеге чейин темир жол курулушу мүмкүн дейт,positive,0,0,0,2013-03-19,,,,,Naryn,Kyrgyz,,planing railroad,spring,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/1Radiokg/posts/568806379856879?rdid=12iRyhFUqYMr0RWA#,Кара-кече көмүр кенининде кайрадан чуулгандуу окуя орун алды ,negative,0,0,0,2013-12-02,,,,,Naryn,Kyrgyz,,incident,winter,,,БИРИНЧИ РАДИО
https://www.facebook.com/kyrgyztoday/posts/406909779436595?rdid=Vmkse3ZdL1KcOyOw#,Каракол шаарындагы бала бакчада 15 тонна көмүр күйүп кетти,negative,0,0,0,2013-10-21,,,,,Ysyk Kol,Kyrgyz,,fire,fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/UTRKOSH/posts/210699732387523?rdid=knMj60mBqFWcNefT#,Азырынча Ошто көмүр арзан (сүрөт) ,positive,0,0,0,2013-08-05,,,,,Osh,Kyrgyz,,low price,summer,,,УТРК ОШ
https://www.facebook.com/KloopKyrgyz/posts/pfbid083T4kg8Tqb4XCJnm2BC5FrN19dd1fn5DYFy7P9hoV4jQ7nhRhdu6b5tmZQkRArTEl?rdid=ThNrKe04Ix4O8Nti#,"Шахтада уранды басып калып үч адам каза болду
Нарын облусундагы Кара-Кече көмүр кениндеги шахтанын урандысында калып үч киши каза болду. ӨКМдин маалыматы боюнча, шахта көмүр жүктөө үчүн эки унаа киргенден кийин ураган.",negative,0,0,0,2013-12-10,,,,,Naryn,Kyrgyz,,incident,winter,,,Kloop Кыргызча
https://www.facebook.com/kyrgyztoday/posts/320003861460521?rdid=wblu6aNsTYVnzUk1#,Өзгөн бассейниндеги көмүр коксун (чым көң) иликтөөгө алуу үчүн австралиялык компания 10 млн. доллар бөлгөнгө даяр,neutral,0,1,0,2013-04-22,,,,,Osh,Kyrgyz,,foreign investment,spring,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/jumgal.kg/photos/a.550178235033375/623187037732494/?type=3&rdid=KhCTAPn6WzVrbWk8&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1649few5kC%2F#,"Жумгал районундагы көмүр кендеринин биринде көмүр казган техникасы талашка түшүүдө (фото)Нарын облусунун Жумгал районунда бүгүн 1-октябрь күнү жергиликтүү тургундары чогулуп мурдагы «Беш-Сары-К» ЖЧКнын азыркы «Кара-Кече» филиалында көмүр казып жаткан техникасы талашка түшүп жаткандыгы тууралуу чакан жыйын өткөрүштү.Аталган көмүр кениндеги талашка түшкөн экскаватор техниканы мурдагы «Беш-Сары-К» ЖЧКсы тарабынан алынып кете турганы айтылып ага жергиликтүү тургундар жана көмүр кениндеги кызматкерлер техника эч качан сыртка чыкпайт деген тыянака келишти.Жыйынга »Кыргызкөмүр» мамлекеттик ишканасынын жетекчилик милдетин аткаруучу Нарынбек Сатыбалдиев жана район акими Адылгазы Исагулов баш болгон райондук токой чарба, салык, социалдык фонд жана электр тармактар ишканасынын жетекчилери катышышты See less",negative,3,0,0,2013-10-01,,,,,Naryn,Kyrgyz,,equipment scarcity,fall,,,Жумгал.kg  
https://www.facebook.com/UTRKkg/photos/a.357918217620023/536580703087106/?type=3&rdid=Eb1AepNOZydJCWH8&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F165GBfB64w%2F#,Бишкек жылуулук электр борборуна 233 миң тонна көмүр алынып келинди,neutral,0,0,0,2013-10-02,,,,,Bishkek,Kyrgyz,,winter preparation,summer,,,УТРК
https://www.facebook.com/KabarOrdo/posts/467335916654370?rdid=kMTJKPgwLAVzYhIM#,Кабар Ордо: Көмүр казууда коопсуздук маселеси талкууланды,positive,0,2,0,2013-02-14,,,,,Jalalabat,Kyrgyz,,incident prevention,winter,,,Kabar Ordo
https://www.facebook.com/KloopKyrgyz/posts/pfbid0tvUPuGEhXaNwVSgMW6zeottWCtFWAnCzG3mWnQuEYRA4CeGQ7CZsb9jqk2EakmxZl?rdid=1G5DVakODJwb8H98#,"Кара-Кечедеги атышуу боюнча кылмыш иши козголду
 Милиция  Нарын облусунун Жумгал районундагы Кара-Кече көмүр кенинде болгон атышууга шектүү төрт адамды кармады. Андагы жараат алгандардын экөөсү ооруканага жаткырылган.",negative,1,0,0,2013-11-21,,,,,Naryn,Kyrgyz,,shooting,fall,,,Kloop Кыргызча
https://www.facebook.com/kabarlar/posts/577048039048285?rdid=DHxZ9h0gOM05v6Ku#,Бугун Кара-Кече кемур кенинде митинг болот,negative,0,0,0,2014-01-14,,,,,Naryn,Kyrgyz,,strike,winter,,,Asman Media
https://www.facebook.com/bashat.kg/posts/651849201554318?rdid=KxqZw7N7C5mEKq3C#,"128 мин долларга 4 лицензия сатылды
Геология жана минералдык ресурстар мамлекеттик агенттиги ачык аукцион откеруп, Баткен областындагы кемур кендерине жалпы
суммасы 128 мин долларга 4 лицензияны сатты. Бул туурасында ",neutral,0,0,0,2014-04-15,,,,,Batken,Kyrgyz,,license,spring,,,Башат.kg
https://www.facebook.com/jumgal.kg/posts/723030041081526?rdid=yAx9TpIP9XdbCiGK#,"«Кыргызкөмүр ишканасынын «Кара-Кече» филианынын
жооптуу адамдарына кылмыш иши козголду
КР УКМКнын коррупцияга каршы курешуу кызматы мамлекеттик
мекемелердеги коррупцияга каршы пландык иштеринин журушунде,
«Кыргызкемур» мамлекеттик ишканасынын филиалы «Кара-Кече» ",positive,0,0,0,2014-04-02,,,,,Naryn,Kyrgyz,,corruption,spring,,,Жумгал.kg
https://www.facebook.com/kgKabar/posts/267191520136883?rdid=Musn6nk7701lfKKN#,"Таласта көмүргө болгон керектөө 50 миң 171,9 тоннаны түзөт",neutral,0,0,0,2014-07-10,,,,,Talas,Kyrgyz,,winter preparation,summer,,,Kabar KG
https://www.facebook.com/kyrgyztoday/posts/580714542056117?rdid=wJx2d5Lxt0HL5AzR#,"Кемурдун баасы кенул чектурет
Кошкон: Мээрим Дуйшеналиева Тарых: Шар, Кыш кылычын кетеруп эртен, эле кирип келет. Бирок, екмет элди
коркуткандан башка бир да иш жасаган жок. ""Быйыл светке ",negative,0,0,0,2014-10-15,,,,,countrywide,Kyrgyz,,winter preparation,fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн  
https://www.facebook.com/UTRKkg/posts/752242124854295?rdid=1KpZFa6lmXM9ROuD#,"Колу жукаларга комурден каралашалы
Туштук борбордо калкка кемур таркатууда шаардык мэрия 15 кемур
таратуучу пункттарды уюштурган. Кемурчулер быйыл былтыркыга
салыштырмалуу кара алтындын кору аз экендигин айтышууда. Ал ара ",positive,0,0,0,2014-11-03,,,,,Osh,Kyrgyz,,government supply,fall,,,УТРК
https://www.facebook.com/share/1XfMnUngvR/,"""Жезказган"" компаниясы менен келишим артка кайтарылды
Жылуулук берүү борборун кемур менен камсыздай турган Казакстандык компания м ",unknown,0,1,0,2014-10-01,,,,,countrywide,Kyrgyz,,import,fall,,,Радио Марал-MARAL FM
https://www.facebook.com/bashat.kg/posts/754330951306142?rdid=F8CgvfjtAem7U7Ox#,"Нарын казыяты аз камсыз болгон үй-бүлөлөргө
кемур жана эт таратты
Нарын казыяты 19-октябрь куну Нарын шаарында жашаган аз камсыз болгон уй-булелердун тизмесин тактап, 170 уй-буленун ар бирине 1 тонна кемур (20 кап) жана 3,5 кг эт жардам катары таркатты. Бул ",positive,0,0,0,2014-09-11,,,,,Naryn,Kyrgyz,,charity,fall,,,Башат.kg 
https://www.facebook.com/maralradio/posts/268408186702815?rdid=Migf3TrWynRe2y46#,Бишкек шаары кыш мезгилине толугу менен даяр. Мындай пикирин вице-премьер-министр Валерий Диль борбордун кыш камылгасын текшеруу учурунда айтты. Азыркы тапта бардык мектеп жана ,positive,1,1,0,2014-09-23,,,,,Bishkek,Kyrgyz,,winter preparation,fall,,,Радио Марал-MARAL FM
https://www.facebook.com/Gezitter/posts/877410738959270?rdid=gHTqqKTbnwFuVFZB#,До 10 октября на угольном месторождении проводятся очистные работы. Заодин раз открывается приблизительно 30 тысяч тонн угля ,positive,1,1,0,2014-10-08,,,,,Naryn,Russian,,corruption prevention,fall,,,Gezitter.org
https://www.facebook.com/UTRKkg/posts/707181426027032?rdid=8CXhc24cNi0KeYH1#,"Кышка камылга кыйын болот, бирок чыгабы
Баткен облусунун чек арага жакын айылдары октябрь айына чейин
кемур менен камсыз болушу керек. Бул боюнча милдеттендирме кыш
камылгасын утурлай эткен жыйында айтылды. Жылда кыш айларында ",neutral,1,0,0,2014-07-25,,,,,Batken,Kyrgyz,,winter preparation,summer,,,УТРК
https://www.facebook.com/azattyk.org/posts/615621178548551?rdid=WQbPko87mhgrPq6a#,"Дүйшөмбүдөн Бишкекте жылуулук бериле башташы керек, бирок Жылуулук борбору 108 миң тонна гана көмүр менен камсыз болгон. Бул былтыркы жылга салыштырмалуу 150 миң тоннага аз.",negative,0,0,0,2014-10-26,,,,,Bishkek,Kyrgyz,,"government supply, scarcity",fall,,,Kyrgyz Azattyk Unalgysy
https://www.facebook.com/maralradio/posts/297458693797764?rdid=6Uc4mN89itBwlsmj#,"""Биздин бала бакчага 19 тонна кемур жетишпейт""-деп билдирди Нарын районундагы Орток айыл аймагынын башчысы Миртемир Турдалиев.
""Бул бала бакча ондолуп, ремонттон еткерулуп, сентябрь айында .",negative,0,2,0,2014-12-19,,,,,Naryn,Kyrgyz,,scarcity,winter,,,Радио Марал-MARAL FM
https://www.facebook.com/jumgal.kg/posts/415643838571110?rdid=d369B3XX6imvqqVj#,"Нарын облусунун Жумгал районунун Арал айыл аймагына караштуу
Кеке-Мерен дарыясына мындан бир жума мурун Мин-Куш аймагынан
кемур тартып келе жаткан ""Хобо"" улгусундегу жук тарткан унаасы ",negative,0,2,0,2014-02-14,,,,,Naryn,Kyrgyz,,incident,winter,,,Жумгал.kg
https://www.facebook.com/jumgal.kg/posts/737388212979042?rdid=KkVAj1lHacqPBTJF#,"Кара-Кече кенинде белуштуруу журуп жатат, кемур уурдоого
УКТ мучелерунун катыштыгы болушуНарын облусунун Жумгал районундагы Кара-Кече кемур
кесиминде таасирдуу тармактардын белуштуруу иштери журуп жатат,
деди премьер-министр Жомарт Оторбаев бугун, 22-апрелде Ички ",negative,0,2,0,2014-04-29,,,,,Naryn,Kyrgyz,,corruption,spring,,,Жумгал.kg
https://www.facebook.com/jumgal.kg/posts/412858135516347?rdid=qGr83h6PphEWzY6a#,"Нарын облусунун Жумгал районундагы социалдык жактан муктаж уй-
булелерге жалпы 1677 тн кемур отуну бекер таркатылып берилди. Бул тууралуу ЖЫЛ ЖЫЙЫНТЫГЫНДа белгиленди. Учурда райондун билим ",positive,2,2,0,2014-02-14,,,,,Naryn,Kyrgyz,,government supply,winter,,,Жумгал.kg
https://www.facebook.com/maralradio/posts/275988382611462?rdid=3gz6DMq29ZNv9l4R#,Кышка кемур камдоо боюнча Бишкек жылуулук электр борборунда мыйзам бузуулар ба ,negative,2,2,0,2014-10-15,,,,,Bishkek,Kyrgyz,,corruption,fall,,,Радио Марал-MARAL FM
https://www.facebook.com/578339268926331/photos/a.579342915492633/710301905730066/?type=3&rdid=oVT6aJWMrw2gR36v&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F193M7SV1ja%2F#,2010-жылдан баштап Бишкек ЖЭБге жергиликтүү компаниялар 810 миң тоннага жакын көмүр жеткиришти ,neutral,0,1,0,2014-08-18,,,,,Bishkek,Kyrgyz,,winter preparation,summer,,,Factor.kg
https://www.facebook.com/kgKabar/posts/310430145813020?rdid=yfG8X7TOdzC4Hlnn#,Жылуулук энергетика борборуна мыйзамсыз жол менен 1 тонна көмүр 42 доллардан сатып алынууда,negative,1,0,0,2014-10-12,,,,,countrywide,Kyrgyz,,corruption,fall,,,Kabar KG
https://www.facebook.com/dem.kg/posts/735820279818207?rdid=3JaQ8eFjdqiGZRfh#,"Кыргызстанды жашоо деми
Баткендин калкы кемур менен 55%га камсыздалган. Бул тууралуу
КырТАГга облустун ыйгарым укуктуу екулчулугунен жума куну
билдирди. «Учурда Баткендин калкы кемур менен 55%га камсыздалга ",neutral,0,0,0,2014-10-03,,,,,Batken,Kyrgyz,,goernment supply,fall,,,ДЕМ
https://www.facebook.com/dem.kg/posts/733790196687882?rdid=YEQK43kxtuiqYeYA#,ЖУМГАЛДЫН МИҢ-КУШ АЙЫЛЫНЫН ТУРГУНДАРЫ АЙМАКТАГЫ КӨМҮР ӨНДҮРГӨН ИШКАНАНЫН ИШМЕРДҮҮЛҮГҮНӨ НААРАЗЫ,negative,0,0,0,2014-09-29,,,,,Naryn,Kyrgyz,,"corruption, harm",fall,,,ДЕМ
https://www.facebook.com/www.turmush.kg/posts/486102298160214?rdid=evlIvLivGuR8TVkC#,"Нарын Жумгалдын Кара-Кече аймагындагы көмүр ишканасына коюлган 7,2 млн сомдук доо ушу күнгө чейин төлөнбөй келет, - Экотехинспекция",negative,0,0,0,2014-08-21,,,,,Naryn,Kyrgyz,,government debt,summer,,,AKИpress-Жумгал
https://www.facebook.com/1Radiokg/photos/a.304993996238120/694755287261987/?type=3&rdid=AIeO2KlfGSD2JNjV&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1DzBJpEccS%2F#,"Бүгүн 31-июл күнү ""Биринчи радионун"" Күндүн темасы уктуруусуна премьер-министр Жоомарт Оторбаев келип кетти. Ал угармандардын суроолоруна түз эфирде жооп берди. Шилтеме аркылуу кирип, маекти угууну сунуштайбыз. Жоомарт Оторбаев: Өлкөдө экономика өнүгүп, курулуштар көбөйгөндүктөн электр энергиясы жетишпей  калууда. Өлкөдө электр энергиясы жетишсиз болгондуктан көмүр менен газга өтүү боюнча атайын программа иштелип жатат. Буга чейин электр энергиясын экспорттоп келсек, эми тартыштык жаралып электр энергияны сырттан сатып ала баштадык   ",negative,2,2,0,2014-07-31,,,,,Bishkek,Kyrgyz,,scarcity,summer,,,БИРИНЧИ РАДИО
https://www.facebook.com/578339268926331/photos/a.579342915492633/724133247680265/?type=3&rdid=a3iyPRFQdNu57hj6&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1Eog3KP6dn%2F#,"Өкмөт электр энергиясын жылытууга колдонууга тыюу салып, калкты энергиянын альтернативдүү булагы болгон - көмүр колдонууга өтүүнү сунуштап жатат",negative,0,2,0,2014-09-21,,,,,countrywide,Kyrgyz,,power shortage,fall,,,ERKINDIK.RU  ·
https://www.facebook.com/kyrgyz.mir/photos/a.373164876130061/615168771929669/?type=3&rdid=kp8mQWk7drJia2wh&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F16HDG6vvyU%2F#,"Арзан көмүр алып берем де кишилерди алдап жүргөн алдамчы кармалды.
Кармалган жаран 29 жаштагы Ново-Павловка айылынын тургуну болуп чыкты.
Укук коргоо органдары эгер кимде ким бул кишини тааныса же, андан жапа чеккен болсо (0554) 102-277, (0550) 102-238 телефондору аркылуу кайрылууну суранат.",negative,1,0,0,2014-08-13,,,,,Bishkek,Kyrgyz,,illegal selling,summer,,,Новости в Кыргызстане и мире
https://www.facebook.com/permalink.php?story_fbid=pfbid0J2bFmRVJz1bsSWyi7GhorgBnhrKhZmwkMznhm1it6WHWBT8CPk3nF6FRuM1DUSxrl&id=578339268926331&rdid=nnO5LLk7gfVvxLTQ#,"Өкмөт электр энергиясын үй жылытуу үчүн пайдаланууга тыюу салып, анын ордуна жаратылыш газын, көмүрдү колдонууну жаздан бери эле какшап келатат. Газ Чүй облусунун айрым аймактары менен Бишкек шаарынын жашоочуларына гана жеткиликтүү болгондуктан калган облустарга отун, көмүр камдоодон башка жол жок. Ооз учу менен акча тапкан ортомчулар болсо азыртадан алакан ушалап, көмүр баасын көтөрүү аракетинде. Өкмөт кара отун баасын бир калыпта кармайбыз убадасын бергени менен мыйзам боюнча жеке бизнеске кийлигише албайт. Бул кайра эле карапайым эл кыйналат деген сөз.",negative,0,1,0,2014-09-09,,,,,countrywide,Kyrgyz,,"high price, power shortage",fall,,,Factor.kg
https://www.facebook.com/kyrgyztoday/posts/580670075393897?rdid=gFb1PfPFQmoY00c4#,"Тармактык комитети Өкмөткө Бишкек ЖЭБин өз маалында көмүр менен камсыздай албагандыгы үчүн Энергетика, Каржы министрликтерин, «Электр станциялар» ААКсынын жоопкерчилигин кароо тапшырмасын берди",negative,0,0,0,2014-10-14,,,,,Bishkek,Kyrgyz,,"government supply, scarcity",fall,,,KyrgyzToday/Кыргызстан сегодня/Кыргызстан бүгүн
https://www.facebook.com/azattyk.org/photos/a.155740391203301/604556349655034/?type=3&rdid=Bot7I0yh7iqWHZna&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1AQdn65xYm%2F#,"Кыргызстандын энергетика тармагында дагы бир коррупциялык жаңжал чыкты. “Электр станциялары” акционердик коомунун жетекчилигине кылмыш иши козголгондон кийин, Улуттук коопсуздук кызматы Башкы прокуратура жана Экономикалык кылмыштуулук боюнча мамлекеттик кызматынын кызматкерлерине көмүр жаңжалы боюнча кылмыш ишин козгоду.

Чырмалган бул коррупциялык иштердин артында Казакстандагы миллиарддерлер менен жергиликтүү таасирлүү чөйрөлөр турары айтылууда.

Кыргызстандын энергетика тармагын “Ширшовдун схемасы” деп аталган коррупциялык схемалар курчап алганы Бакиевдин мезгилинен бери айтылып келатат. 2010-жылдагы ыңкылаптан кийин дагы анын аңызы токтогон жок. Ага энергетика тармагындагы кризис жана көмүр сатып алуу, электр энергиясын сатуу, тендер өткөрүүдө коррупциялык жанжалдардын чыгышы себеп болууда.

Маселен, быйылкы жылы “Электр станциялары” акционердик коому Бишкек жылуулук борборуна 630 миң тонна көмүр сатып алуу боюнча тендерди үч жолу үзгүлтүккө учуратты.

Жогорку Кеңештин депутаттары жана энергетикалык эксперттер тендердин үзгүлтүккө учуратуунун артында бир булактан көмүр сатып алууга мажбурлоо турганын, анын артында болсо коррупция жатканын такай айтып келатышат.

“Электр станциялары” акционердик коому быйыл да кыш жакындап келгенге байланыштуу бир булактан көмүр сатып алууну сунуштап, арзан баа койгон “Жезказган энергосбыт” компаниясын тандап алган.

Бирок Энергетика жана өнөр жай министрлиги “Жезказган энергосбыттын” көмүрүнүн каллориялуулугу төмөн деп сотко берген. Ага удаалаш “Жезказган” менен келишим түзүүгө “Электр станциялары” акционердик коомунун жетекчилигин мажбурлады деп Улуттук коопсуздук боюнча мамлекеттик кызмат 16-сентябрда кылмыш ишин козгогон. Ал кылмыш иштин негизинде Биринчи май райондук соту 29-сентябрда Башкы прокуратуранын бөлүм башчысы Нуртазин Жетибаевди, Экономикалык кылмыштуулукка каршы күрөшүү боюнча мамлекеттик “Электр станциялары” акционердик коомунун тендер өткөрүү боюнча комиссиясынын мүчөсү Качкын Булатовдун билдирүүсүнө караганда, “Жезказган” Кыргызстанга 630 миң тонна көмүрдүн бир тоннасын 39 доллар 70 центтен сатуу келишимине кол койсо, “Прогресс компани” андан үч доллар кымбат баа койгон. Ортодогу айырмачылык 2 млн. доллардын тегереги болууда. Мына ушундай акчалардын айынан таасирлүү чөйрөлөр айыгышкан күрөштү башташты. Ал таасирлүү​ чөйрөнүн артында Кыргызстанда көп жылдан бир булактан көмүр сатып келген ""Прогресс компанинин"" кожоюндары, казакстандык миллиарддерлер Александр Машкевич жана Граф аттуу каймана аты бар Алижан Ибрагимов жана алардын Кыргызстандын жогорку чөйрөсүндөгү өнөктөштөрү турат.

Жогорку Кеңештин Отун-энергетика комитетининин мүчөсү Райкан Төлөгөнов Машкевичтердин жана кыргыз бийлигинин өйдөңкү катмарындагы мафиоздук күчтөрдүн кармашынан ушундай абал түзүлүп жатканын чындык деп эсептейт:

- Бул жерде “Электр станцияларынын” кызматкерлери өздөрү эле каалагандай кылып тендерлерди өткөрүп, бир булактан көмүр сатып алуу чечимин кабыл алалбайт. Менин оюмча, жогорку жактан кандайдыр бир мафиоздук топтор, бирөөлөр жасап жатат.

Качкын Булатов да бул коррупциялык ишке жогорку даражалуу чиновниктер аралашкан деп эсептейт. Ал Улуттук коопсуздук кызматы буга чейин көп ирет айтылган маалыматтарга бир реакция жасабай, эми “Жезказганды” баса калышы да шек туудурат дейт:

- Эгерде УКМКнын Антикоррупциялык кызматынын тергөөчүлөрү таза болсо, патриот болсо, анда “Электр станциялардын” ушул эле бир эле эпизодун албай, жети жылдан берки коррупция болуп жатканын, жети жылдан берки ""Электр станцияларынын” жетекчилерин камакка алыш керек, Осмонбек Артыкбаевди да камакка алыш керек. Мына ошондо баары ачыкка чыгат эле.

Качкын Булатовдун айтымында, “Жезказганга” байланыштуу Бишкектеги камакка алуулардын артында Машкевич жана Алижан Ибрагимов турган “Прогресс компани” турат. Алар Кыргызстан бийлигиндеги таасирлүү адамдар менен байланышып, “Жезказган” менен түзүлгөн келишимди жокко чыгарууну көздөөдө.

Башкы прокуратуранын маалымат катчысы Сейитжан Апышев бул мекеменин кызматкеринин камакка алынышы боюнча маалымат бере албасын билдирди

- Ал жерде тергөө териштирип алат. Сот гана күнөөсү бар же жок экенин айта алат. Анын үстүнө биздин маалымат боюнча, ал кызматкер Башкы прокуратурадагы кызматына байланыштуу камалган эместей болуп жатат.

Жогорку Кеңештин депутаты Райкан Төлөгөнов да бул чыр-чатак парламентте караларын белгиледи.

Качкын Булатовдун айтымында, казакстандык компаниялар Кыргызстанга эң төмөнкү сапаттагы көмүрдү алып келишет. Алардын чыныгы баасы 10-15- доллардын тегерегинде. “Электр станциялары” болсо андай көмүрдүн бир тоннасын жыл сайын 43-45 доллардан сатып алат. Демек, ортодо чоң суммадагы коррупциялык акча жатат. Маселен, 630 миң тонна көмүрдүн бир тоннасы 40 доллардын тегерегинде болсо, ал 26-27 млн. доллар болот. Анын чыныгы баасы 10-15 доллар болсо, анда анын жалпы баасы 10 млн. доллардын тегерегинде болот. Демек, ортодо 15 млн. доллардын тегерегинде коррупциялык киреше жатат.

Мына ошондуктан канча бийлик алмашпасын энергетика тармагындагы “Ширшовдун ушул схемасы” өмүрлүү болуп келаткандай ",negative,1,0,0,2014-10-03,,,,,countrywide,Kyrgyz,,corruption,fall,,,Kyrgyz Azattyk Unalgysy
https://www.facebook.com/kgKabar/posts/pfbid0227ezDTKmu8WABhiymn62cv3kKhgmC6jP6QBtrKAuCV6A2ZFtaSA1kHkbYwrSDwsql?rdid=FTjUlCzT8Q6EbIU2#,Бишкектин көчөлөрүндө мыйзамсыз көмүр сатуулар болууда ,negative,0,0,0,2014-11-17,,,,,Bishkek,Kyrgyz,,illegal selling,fall,,,Kabar KG
https://www.facebook.com/azattyk.org/photos/a.155740391203301/609396965837639/?type=3&rdid=0YMo7d16uaJRjFHc&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1DKC3Em2Ez%2F#,"Кара-Кече көмүр кенинин кире беришине көзөмөл бекет коюлду. Буга чейин кенде жылда чыр-чатак катталып, атүгүл ок атылып, адам өмүрү кыйылган фактылар да болгон.

Нарында жергиликтүү бийлик көмүр ташуудагы баш аламандыкты иретке келтирүүнүн, уюшма кылмыш топторун тыйып, уурулукту азайтуунун жолдорун издеп жатат.

Үмүттүн баары - бекетте

Кара-Кечеде көмүр алганы келген КамАз унаалары ар кандай себептерден улам 10-20 күндөп, айрым учурда бир айга чейин кен чыккан жайда туруп калат. Жүздөгөн жүк ташуучу унаалардын тыгыны, кезек талашып жаңжалдашуу, уруш-талаш кадимки көрүнүшкө айланган. Улан аттуу айдоочу он жылдан бери көмүр ташыйт. Көзөмөл бекет айрыкча башка аймактан келгендер үчүн жакшы болот деген пикирде:

- Биз бул жактык эмеспиз да. Жергиликтүүлөр кууратып эле жатат. Келгибиз деле келбейт, бирок айла жок бала-бакыраны багыш керек. Жергиликтүүлөр кезексиз өтүп кетет, анткени баары эле бири-бирин тааныйт да. Биз: көлдүктөр, нарындыктар, чүйлүктөр акыйып эле тура беребиз. Ушул көзөмөл бекет коюлса, эки жактан келгендерге жакшы болот эле. Мисалы, былтыркы ушул маалга караганда быйыл көп ташый элекпиз. Көмүрдүн казылганы да начар болуп жатат. Көмүр алгандар болсо толтура, заказ көп, бирок жетишпей жатабыз. Биз, маселен көмүр алып кете албай бул жакта он күн жатып калдык. Айла кеткенде майда-чүйдөлөрүн чогултуп, эптеп жүктөп кетип баратабыз. Тапканыбыз 20-25 миң сом. Бир дөңгөлөгүң иштен чыкса, ага 12 миң сом төлөп берип коюп отуруп каласың. Тартип киргизсе жакшы эле болот. Эми болду, кайра келбейм деп эле баратам. Суукта ден соолуктан да ажырадык. Эч бир шарт жок. Эмне жеп, эмне койгонубузду деле билбейбиз. Азыр эми эптеп жылуураак жерге жетип, ысык тамак ичели деп үшүп-тоңуп баратабыз.

7-октябрда Кара-Кеченин оозундагы көзөмөл бекет расмий ачылды. Жумгал районунун акиминин орун басары Арстан Кадыров бекеттин иштөө тартибин түшүндүрүп берди:",positive,3,1,1,2014-10-12,"Эми кылмыш токтоп, баш аламандык ирээтке кетирилеби , же козомол кылгандарда кылмышкерге айланабы деген суроо пайда болду.",2014-10-13,0.0,text,Naryn,Kyrgyz,Kyrgyz,illegal selling,fall,negative,high,Kyrgyz Azattyk Unalgysy
